lesson_id,form,graded,kind,question,choices,correct_answer,points,explanation
1-3,notes,no,paragraph,"Astronaut Reyes checks oxygen every 4 hours and Chen checks water every 6 hours, both starting at 6:00 AM. Why isn't the next shared check simply 10 hours later (4 + 6)?",,,0,
1-3,notes,no,paragraph,You skip counted the multiples of 4 and 6. How did you find the least common multiple from your lists?,,,0,
1-3,notes,no,paragraph,Hot dogs come in packs of 8 and buns in packs of 6. How does the LCM help you buy the fewest of each so none are left over?,,,0,
1-3,notes,no,paragraph,How do you decide whether a real-world problem needs the LCM or the GCF?,,,0,
1-3,notes,no,paragraph,What is the least common multiple of 4 and 6? How did sorting the multiples help you find it?,,,0,
1-3,notes,no,paragraph,How does the LCM help you figure out the fewest hot dogs and buns to buy so they come out even?,,,0,
1-3,practice,no,mc,What is the LCM of 6 and 8?,24 | 48 | 12 | 16,,0,
1-3,practice,no,mc,What is the LCM of 4 and 10?,20 | 40 | 30 | 12,,0,
1-3,practice,no,mc,One bus leaves every 12 minutes and another every 15 minutes. They leave together at 9:00. When do they next leave together?,After 60 minutes | After 30 minutes | After 45 minutes | After 27 minutes,,0,
1-3,practice,no,mc,What is the LCM of 9 and 12?,36 | 72 | 18 | 108,,0,
1-3,practice,no,mc,What is the LCM of 3 and 5?,15 | 3 | 5 | 30,,0,
1-3,practice,no,mc,What is the LCM of 6 and 8?,24 | 48 | 14 | 6,,0,
1-3,practice,no,mc,What is the LCM of 4 and 10?,20 | 40 | 10 | 2,,0,
1-3,practice,no,paragraph,Find the LCM of 5 and 6 on the number line,,,0,
1-3,practice,no,mc,What is the LCM of 2 and 7?,14 | 7 | 2 | 9,,0,
1-3,practice,no,paragraph,Match each pair of numbers to their LCM.,,,0,
1-3,practice,no,paragraph,List multiples of each number until you find the LCM.,,,0,
1-3,practice,no,mc,Two buses leave the station at 8:00 AM. Bus A returns every 15 minutes and Bus B returns every 20 minutes. When is the next time both buses are at the station together?,9:00 AM (60 minutes later) | 8:30 AM (30 minutes later) | 8:40 AM (40 minutes later) | 9:20 AM (80 minutes later),,0,
1-3,practice,no,paragraph,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product?",,,0,
1-3,practice,no,paragraph,Find Jaylen's Mistake,,,0,
1-3,practice,no,paragraph,Hot dogs come in packs of 8 and buns come in packs of 6. What is the fewest of each you can buy so you have the same number of hot dogs and buns with none left over? Explain how the LCM solves this problem.,,,0,
1-3,practice,no,paragraph,Use prime factorization to find the LCM. Take the highest power of each prime factor.,,,0,
1-3,quiz,yes,mc,What is the LCM of 6 and 8?,24 | 48 | 12 | 16,24,1,"6 = 2 × 3, 8 = 2³. LCM = 2³ × 3 = 24."
1-3,quiz,yes,mc,What is the LCM of 4 and 10?,20 | 40 | 30 | 12,20,1,"4 = 2², 10 = 2 × 5. LCM = 2² × 5 = 20."
1-3,quiz,yes,mc,One bus leaves every 12 minutes and another every 15 minutes. They leave together at 9:00. When do they next leave together?,After 60 minutes | After 30 minutes | After 45 minutes | After 27 minutes,After 60 minutes,1,"LCM of 12 and 15 is 60, so they leave together again 60 minutes later."
1-3,quiz,yes,mc,What is the LCM of 9 and 12?,36 | 72 | 18 | 108,36,1,"9 = 3², 12 = 2² × 3. LCM = 2² × 3² = 36."
1-3,quiz,yes,mc,What is the LCM of 3 and 5?,15 | 3 | 5 | 30,15,1,"Multiples of 3: 3, 6, 9, 12, 15, ... Multiples of 5: 5, 10, 15, ... The smallest common multiple is 15."
1-3,quiz,yes,mc,What is the LCM of 6 and 8?,24 | 48 | 14 | 6,24,1,"Multiples of 6: 6, 12, 18, 24, ... Multiples of 8: 8, 16, 24, ... The smallest common multiple is 24."
1-3,quiz,yes,mc,What is the LCM of 4 and 10?,20 | 40 | 10 | 2,20,1,"Multiples of 4: 4, 8, 12, 16, 20, ... Multiples of 10: 10, 20, ... The smallest common multiple is 20."
1-3,quiz,yes,mc,What is the LCM of 2 and 7?,14 | 7 | 2 | 9,14,1,"Since 2 and 7 share no common factors (they are relatively prime), LCM = 2 × 7 = 14."
1-3,quiz,yes,mc,Two buses leave the station at 8:00 AM. Bus A returns every 15 minutes and Bus B returns every 20 minutes. When is the next time both buses are at the station together?,9:00 AM (60 minutes later) | 8:30 AM (30 minutes later) | 8:40 AM (40 minutes later) | 9:20 AM (80 minutes later),9:00 AM (60 minutes later),1,"LCM(15, 20) = 60 minutes. Both buses return together 60 minutes after 8:00 AM, at 9:00 AM."
1-3,quiz,yes,mc,"Match each pair of numbers to their LCM. /  / LCM(2, 5)",18 | 24 | 35 | 12 | 20 | 10,10,1,
1-3,quiz,yes,mc,"Match each pair of numbers to their LCM. /  / LCM(4, 10)",35 | 18 | 12 | 20 | 10 | 24,20,1,
1-3,quiz,yes,mc,"Match each pair of numbers to their LCM. /  / LCM(3, 8)",10 | 12 | 24 | 35 | 18 | 20,24,1,
1-3,quiz,yes,mc,"Match each pair of numbers to their LCM. /  / LCM(6, 9)",35 | 18 | 10 | 12 | 24 | 20,18,1,
1-3,quiz,yes,mc,"Match each pair of numbers to their LCM. /  / LCM(5, 7)",10 | 20 | 24 | 18 | 35 | 12,35,1,
1-3,quiz,yes,mc,"Match each pair of numbers to their LCM. /  / LCM(4, 6)",10 | 18 | 12 | 35 | 20 | 24,12,1,
1-3,quiz,yes,mc,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product? /  / Where does this belong?  3 and 7 → LCM = 21 = 3 × 7",LCM = Product (no shared factors) | LCM < Product (shared factors),LCM = Product (no shared factors),1,
1-3,quiz,yes,mc,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product? /  / Where does this belong?  5 and 11 → LCM = 55 = 5 × 11",LCM = Product (no shared factors) | LCM < Product (shared factors),LCM = Product (no shared factors),1,
1-3,quiz,yes,mc,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product? /  / Where does this belong?  2 and 9 → LCM = 18 = 2 × 9",LCM = Product (no shared factors) | LCM < Product (shared factors),LCM = Product (no shared factors),1,
1-3,quiz,yes,mc,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product? /  / Where does this belong?  4 and 6 → LCM = 12 < 4 × 6 = 24",LCM = Product (no shared factors) | LCM < Product (shared factors),LCM < Product (shared factors),1,
1-3,quiz,yes,mc,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product? /  / Where does this belong?  6 and 8 → LCM = 24 < 6 × 8 = 48",LCM = Product (no shared factors) | LCM < Product (shared factors),LCM < Product (shared factors),1,
1-3,quiz,yes,mc,"Sort each pair: does the LCM equal the product of the two numbers, or is the LCM less than the product? /  / Where does this belong?  10 and 15 → LCM = 30 < 10 × 15 = 150",LCM = Product (no shared factors) | LCM < Product (shared factors),LCM < Product (shared factors),1,
1-3,quiz,yes,mc,Exit Ticket: What is the LCM of 9 and 12?,36 | 108 | 3 | 72,36,1,"Multiples of 9: 9, 18, 27, 36, ... Multiples of 12: 12, 24, 36, ... The smallest common multiple is 36."
1-4,notes,no,short,"In 84 ÷ 7, the number 84 being divided is the ___.",,,0,
1-4,notes,no,short,"In 84 ÷ 7, the number 7 that we divide by is the ___.",,,0,
1-4,notes,no,short,The answer to a division problem is called the ___.,,,0,
1-4,notes,no,short,"When a number does not divide evenly, the amount left over is the ___.",,,0,
1-4,notes,no,short,Breaking division into easier chunks and adding the pieces uses ___.,,,0,
1-4,notes,no,paragraph,"The station must divide 1,344 nutrition bars equally among 12 crew sections. Before dividing, about how many bars should each section get, and how do you know?",,,0,
1-4,notes,no,paragraph,"You used partial quotients for 1,344 ÷ 12. What steps did you use, and how do they build to the final quotient?",,,0,
1-4,notes,no,paragraph,"A school divides 1,680 pencils equally among 24 classrooms. How does multi-digit division tell each classroom's share, and how can you check it?",,,0,
1-4,notes,no,paragraph,"In a division problem, what is the difference between the quotient and the remainder, and what does each one tell you?",,,0,
1-4,notes,no,paragraph,"How do partial quotients help you divide large numbers? What is 1,344 ÷ 12?",,,0,
1-4,notes,no,paragraph,How does multi-digit division help the school figure out how many pencils each classroom gets?,,,0,
1-4,practice,no,mc,"What is 4,896 ÷ 12?",408 | 48 | 480 | 380,,0,
1-4,practice,no,mc,"What is 7,225 ÷ 25?","289 | 29 | 2,890 | 389",,0,
1-4,practice,no,mc,"A school orders 3,648 pencils packed 24 to a box. How many boxes are there?",152 | 148 | 160 | 144,,0,
1-4,practice,no,mc,"What is 5,084 ÷ 31?",164 | 154 | 174 | 164 r2,,0,
1-4,practice,no,mc,What is 936 ÷ 12?,78 | 87 | 68 | 76,,0,
1-4,practice,no,mc,"What is 2,485 ÷ 5?",497 | 487 | 507 | 496,,0,
1-4,practice,no,mc,What is 756 ÷ 9?,84 | 83 | 94 | 86,,0,
1-4,practice,no,paragraph,Use partial quotients to divide. Fill in the blanks.,,,0,
1-4,practice,no,mc,"What is 1,125 ÷ 9?",125 | 115 | 135 | 124,,0,
1-4,practice,no,paragraph,Complete each division problem.,,,0,
1-4,practice,no,paragraph,Match each division problem to its quotient.,,,0,
1-4,practice,no,mc,"A warehouse has 2,184 items to pack into boxes of 14. How many boxes are needed?",156 boxes | 146 boxes | 166 boxes | 155 boxes,,0,
1-4,practice,no,paragraph,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder?",,,0,
1-4,practice,no,paragraph,Find Sonia's Mistake,,,0,
1-4,practice,no,paragraph,"A school has 1,680 pencils to distribute equally to 24 classrooms. Show how to solve this using partial quotients. Explain each step and check your answer by multiplying.",,,0,
1-4,practice,no,paragraph,Solve each problem using long division. Show the quotient and any remainder.,,,0,
1-4,quiz,yes,mc,"What is 4,896 ÷ 12?",408 | 48 | 480 | 380,408,1,"12 × 408 = 4,896."
1-4,quiz,yes,mc,"What is 7,225 ÷ 25?","289 | 29 | 2,890 | 389",289,1,"25 × 289 = 7,225."
1-4,quiz,yes,mc,"A school orders 3,648 pencils packed 24 to a box. How many boxes are there?",152 | 148 | 160 | 144,152,1,"3,648 ÷ 24 = 152 boxes."
1-4,quiz,yes,mc,"What is 5,084 ÷ 31?",164 | 154 | 174 | 164 r2,164,1,"31 × 164 = 5,084 exactly, so there is no remainder."
1-4,quiz,yes,mc,What is 936 ÷ 12?,78 | 87 | 68 | 76,78,1,"12 × 78 = 936. You can verify: 12 × 70 = 840, 12 × 8 = 96, 840 + 96 = 936."
1-4,quiz,yes,mc,"What is 2,485 ÷ 5?",497 | 487 | 507 | 496,497,1,"5 × 497 = 2,485. Check: 5 × 400 = 2,000, 5 × 90 = 450, 5 × 7 = 35. 2,000 + 450 + 35 = 2,485."
1-4,quiz,yes,mc,What is 756 ÷ 9?,84 | 83 | 94 | 86,84,1,"9 × 84 = 756. Check: 9 × 80 = 720, 9 × 4 = 36, 720 + 36 = 756."
1-4,quiz,yes,mc,"What is 1,125 ÷ 9?",125 | 115 | 135 | 124,125,1,"9 × 125 = 1,125. Check: 9 × 100 = 900, 9 × 25 = 225, 900 + 225 = 1,125."
1-4,quiz,yes,mc,"A warehouse has 2,184 items to pack into boxes of 14. How many boxes are needed?",156 boxes | 146 boxes | 166 boxes | 155 boxes,156 boxes,1,"2,184 ÷ 14 = 156. Check: 14 × 156 = 14 × 150 + 14 × 6 = 2,100 + 84 = 2,184."
1-4,quiz,yes,mc,Match each division problem to its quotient. /  / 450 ÷ 18,63 | 60 | 140 | 72 | 63 | 25,25,1,
1-4,quiz,yes,mc,"Match each division problem to its quotient. /  / 1,008 ÷ 16",72 | 60 | 63 | 25 | 140 | 63,63,1,
1-4,quiz,yes,mc,"Match each division problem to its quotient. /  / 1,440 ÷ 24",63 | 25 | 63 | 60 | 140 | 72,60,1,
1-4,quiz,yes,mc,"Match each division problem to its quotient. /  / 2,100 ÷ 15",72 | 63 | 140 | 60 | 25 | 63,140,1,
1-4,quiz,yes,mc,Match each division problem to its quotient. /  / 864 ÷ 12,72 | 63 | 63 | 140 | 60 | 25,72,1,
1-4,quiz,yes,mc,"Match each division problem to its quotient. /  / 1,575 ÷ 25",140 | 63 | 72 | 63 | 60 | 25,63,1,
1-4,quiz,yes,mc,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder? /  / Where does this belong?  144 ÷ 12 = 12",Divides Evenly | Has a Remainder,Divides Evenly,1,
1-4,quiz,yes,mc,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder? /  / Where does this belong?  480 ÷ 16 = 30",Divides Evenly | Has a Remainder,Divides Evenly,1,
1-4,quiz,yes,mc,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder? /  / Where does this belong?  1,000 ÷ 8 = 125",Divides Evenly | Has a Remainder,Divides Evenly,1,
1-4,quiz,yes,mc,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder? /  / Where does this belong?  100 ÷ 7 = 14 R 2",Divides Evenly | Has a Remainder,Has a Remainder,1,
1-4,quiz,yes,mc,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder? /  / Where does this belong?  500 ÷ 13 = 38 R 6",Divides Evenly | Has a Remainder,Has a Remainder,1,
1-4,quiz,yes,mc,"Sort each division problem: does it divide evenly (no remainder), or does it have a remainder? /  / Where does this belong?  250 ÷ 9 = 27 R 7",Divides Evenly | Has a Remainder,Has a Remainder,1,
1-4,quiz,yes,mc,"Exit Ticket: What is 2,352 ÷ 16?",147 | 137 | 157 | 146,147,1,"16 × 147 = 2,352. Check: 16 × 100 = 1,600, 16 × 40 = 640, 16 × 7 = 112. 1,600 + 640 + 112 = 2,352."
1-5,notes,no,short,A number that uses a point to show a value less than one whole is a ___.,,,0,
1-5,notes,no,short,The value a digit has based on its position in a number is its ___.,,,0,
1-5,notes,no,short,The first place to the right of the decimal point is the ___ place.,,,0,
1-5,notes,no,short,The second place to the right of the decimal point is the ___ place.,,,0,
1-5,notes,no,short,Writing extra zeros at the end of a decimal so the places line up is called ___.,,,0,
1-5,notes,no,paragraph,"The fuel tank reads 128.75 liters, a shuttle delivers 46.8 liters, and docking thrusters used 19.35 liters. Why must you line up the decimal points before adding or subtracting these amounts?",,,0,
1-5,notes,no,paragraph,"When you added 128.75 and 46.8, how did you handle 46.8 having fewer decimal places, and when did you need to regroup?",,,0,
1-5,notes,no,paragraph,"A runner's three laps are 2.45, 2.6, and 2.38 minutes. How do you add decimals with different numbers of places to find her total time?",,,0,
1-5,notes,no,paragraph,"Why does lining up place values matter MORE with decimals than with whole numbers, where you can just line up the right edge?",,,0,
1-5,notes,no,paragraph,How does a number line help you see what happens when you add or subtract decimals?,,,0,
1-5,notes,no,paragraph,How do you add decimals with different numbers of decimal places to find her total time?,,,0,
1-5,practice,no,mc,What is 12.45 + 7.8?,20.25 | 19.25 | 20.5 | 12.53,,0,
1-5,practice,no,mc,What is 30 − 14.6?,15.4 | 16.4 | 15.6 | 14.6,,0,
1-5,practice,no,mc,Maya buys items for $8.75 and $3.40. She pays with $20. How much change does she get?,$7.85 | $7.15 | $11.85 | $8.15,,0,
1-5,practice,no,mc,What is 9.07 + 0.93?,10 | 9.10 | 10.1 | 9.97,,0,
1-5,practice,no,mc,What is 14.6 + 3.85?,18.45 | 18.35 | 17.45 | 18.55,,0,
1-5,practice,no,mc,What is 20.3 − 7.48?,12.82 | 13.82 | 12.92 | 12.18,,0,
1-5,practice,no,mc,What is 9.05 + 4.7?,13.75 | 13.12 | 14.75 | 13.57,,0,
1-5,practice,no,paragraph,Show 6.5 − 2.8 and 3.25 + 1.5 on the number line,,,0,
1-5,practice,no,mc,What is 50 − 23.47?,26.53 | 27.53 | 26.63 | 27.47,,0,
1-5,practice,no,paragraph,Compute each decimal sum or difference.,,,0,
1-5,practice,no,paragraph,"Estimate each sum or difference by rounding to the nearest whole number, then sort: is the result greater than 10 or less than 10?",,,0,
1-5,practice,no,mc,"A student buys items costing $4.59, $12.75, and $3.80. What is the total cost?",$21.14 | $20.14 | $21.04 | $21.24,,0,
1-5,practice,no,paragraph,Match each expression to its answer.,,,0,
1-5,practice,no,paragraph,Find Tasha's Mistake,,,0,
1-5,practice,no,paragraph,"A runner's lap times are 2.45 minutes, 2.6 minutes, and 2.38 minutes. Her personal record is 7.5 minutes total. Did she beat her record? Show all your work with decimal alignment and explain.",,,0,
1-5,practice,no,paragraph,Find the missing number in each equation.,,,0,
